eid,company_name,search_name,company_id,recall_type,recall_detail,id,patent_event_type,publish_date,company_main_products,patent_product_words,standard_web_url,patent_name,app_num_standard,keyword,tech_word,product_word,stand_effect_word,patent_brief,annex,rank
0398167a-0216-47a3-b13d-786ca831a6e6,顺丰科技有限公司,图形用户界面;分拣装置;分拣系统;传输装置;包装箱,848135902957088768,企业技术,"{""company_tech_words"": ""图形用户界面;分拣装置;分拣系统;传输装置;包装箱"",""matched_words"":""图形用户界面"",""matched_words_size"":""1""}",WZIP_b279f56c2f37c3154102fe400c732eab,授权,2024-06-21 12:00:00,物流;国内公路运输;仓储;航空运输代理;物流快递,电子设备;存储介质;图形用户界面;分拣系统;传输装置,http://www.sf-tech.com.cn,用于与用户界面对象进行交互并提供反馈的设备、方法和图形用户界面,CN202110609855.4,\N,电数字数据处理,图形用户界面;用于显示的方法,\N,本公开涉及用于与用户界面对象进行交互并提供反馈的设备、方法和图形用户界面。一种电子设备，该电子设备显示对应于第一应用程序的用户界面对象。在显示该用户界面对象时，该设备经由输入元件检测指向该用户界面对象的输入。响应于：如果该输入满足输入阈值并且包括小于阈值量的移动，则该设备在检测到该输入的结束之前生成对应于该输入的非视觉输出，并且在检测到该输入的结束之后，显示包括关于该第一应用程序的信息的系统用户界面而不显示该第一应用程序；并且，如果该输入不满足输入阈值并且包括小于阈值量的移动，则该设备放弃生成对应于该输入的非视觉输出，并且在检测到该输入的结束之后，在显示器上显示该第一应用程序。,https://wzdata-api.qizhidao.com/bigtools/big/rk/121420a65dd44d8582a973d94b3ce4b8/FMIGCN113253844BCN2024113253844B.PDF,3
0398167a-0216-47a3-b13d-786ca831a6e6,顺丰科技有限公司,图形用户界面;分拣装置;分拣系统;传输装置;包装箱,848135902957088768,企业技术,"{""company_tech_words"": ""图形用户界面;分拣装置;分拣系统;传输装置;包装箱"",""matched_words"":""包装箱"",""matched_words_size"":""1""}",WZIP_ee7194ccd7435aeb6026f6855b54e29b,授权,2024-06-25 12:00:00,物流;国内公路运输;仓储;航空运输代理;物流快递,电子设备;存储介质;图形用户界面;分拣系统;传输装置,http://www.sf-tech.com.cn,一种新型抗挤压的包装箱,CN202323197764.8,\N,包装件,包装箱,\N,本实用新型提供一种新型抗挤压的包装箱，涉及包装领域。该新型抗挤压的包装箱，包括抗压箱，抗压箱包括外包装箱、内包装箱、顶盖和橡胶环，所述橡胶环一侧开设有方形槽，所述内包装箱外侧与外包装箱之间固定连接有多个分流板。该新型抗挤压的包装箱，分流板是由第一分担板和第二分担板组成，当外包装箱受到的力传导到分流板上后，分流板受到的力通过第一分担板两端和第二分担板两端施加到内包装箱上。通过分流板对外包装箱受到的力进行分流，对内包装箱进行缓冲保护，避免外包装箱受到撞击按压直接伤害到内包装箱内部货物，对货物进行保护，减少经济损失，提高外包装箱和内包装箱组成的抗压箱的抗压性能。,https://wzdata-api.qizhidao.com/bigtools/big/rk/2f5d1309f631ec55d8f74dcf2d9b520c/FMUMCN221215345UCN2024221215345U.PDF,4
0398167a-0216-47a3-b13d-786ca831a6e6,顺丰科技有限公司,图形用户界面;分拣装置;分拣系统;传输装置;包装箱,848135902957088768,企业技术,"{""company_tech_words"": ""图形用户界面;分拣装置;分拣系统;传输装置;包装箱"",""matched_words"":""包装箱"",""matched_words_size"":""1""}",WZIP_d184d8c25f07ca2bbbcebf081d35dfc5,授权,2024-06-25 12:00:00,物流;国内公路运输;仓储;航空运输代理;物流快递,电子设备;存储介质;图形用户界面;分拣系统;传输装置,http://www.sf-tech.com.cn,一种具有防潮功能的包装箱,CN202323056505.3,\N,包装件,包装箱,\N,本实用新型公开了一种具有防潮功能的包装箱，包括木制箱体，木制箱体内部为中空结构，木制箱体的顶部活动连接有箱盖，木制箱体内设置紧贴木制箱体内壁的硬质塑料箱体，硬质塑料箱体为中空结构，硬质塑料箱体内部设置硬质的塑料隔物板，塑料隔物板上开设若干通气孔，塑料隔物板与硬质塑料箱体之间形成狭小的容物空间，以放置干燥剂；箱盖底部安装用于抽气除湿的微型真空泵，微型真空泵一侧设置用于过滤进入木制箱体内空气的滤湿机构；本实用新型的有益效果是：通过设置微型的真空泵和在容物空间放置干燥剂，两者配合下，即可在短时间内达到除湿的效果，又可以在长时间内使包装箱内部防潮。,https://wzdata-api.qizhidao.com/bigtools/big/rk/10aa59217c2a00cee42fa13a3ac2abf4/FMUMCN221215367UCN2024221215367U.PDF,5
0398167a-0216-47a3-b13d-786ca831a6e6,顺丰科技有限公司,图形用户界面;分拣装置;分拣系统;传输装置;包装箱,848135902957088768,企业技术,"{""company_tech_words"": ""图形用户界面;分拣装置;分拣系统;传输装置;包装箱"",""matched_words"":""包装箱"",""matched_words_size"":""1""}",WZIP_f250c0fd870569123fb184d8b6b4764c,授权,2024-06-25 12:00:00,物流;国内公路运输;仓储;航空运输代理;物流快递,电子设备;存储介质;图形用户界面;分拣系统;传输装置,http://www.sf-tech.com.cn,一种可吸附异味的包装箱,CN202322666874.8,\N,包装件,包装箱,\N,本实用新型涉及一种可吸附异味的包装箱，包括底座，所述底座的下表面活动连接有底板盒，所述底座上表面的左右两侧均固定连接有固定板，所述固定板的上表面活动连接有箱盖，所述箱盖下表面的中端固定连接有网眼罩，所述网眼罩内腔的顶部固定连接有两个横杆，所述横杆内腔底部的右侧固定连接有安装板，所述安装板的右侧固定连接有伺服电机，所述伺服电机的输出端贯穿安装板的左侧并固定连接有转杆。本实用新型通过将干燥盒设置于箱盖的上表面可使进入包装箱内的空气保持干燥，通过将底板盒设置于底座的下表面，可吸附气体内的异味，通过将扇叶设置于第二齿轮的下表面，可通过伺服电机带动扇叶旋转，避免包装箱内产生异味。,https://wzdata-api.qizhidao.com/bigtools/big/rk/d87a3295e697e29272352b8223b3c722/FMUMCN221215061UCN2024221215061U.PDF,6
0398167a-0216-47a3-b13d-786ca831a6e6,顺丰科技有限公司,图形用户界面;分拣装置;分拣系统;传输装置;包装箱,848135902957088768,企业技术,"{""company_tech_words"": ""图形用户界面;分拣装置;分拣系统;传输装置;包装箱"",""matched_words"":""传输装置"",""matched_words_size"":""1""}",WZIP_01e91afe0a289ba299fc142abf1aadc4,授权,2024-07-02 12:00:00,物流;国内公路运输;仓储;航空运输代理;物流快递,电子设备;存储介质;图形用户界面;分拣系统;传输装置,http://www.sf-tech.com.cn,一种传输装置,CN202323389440.4,\N,输送机械,传输装置,\N,本实用新型公开了一种传输装置，包括移动板，移动板的顶部固定连接有电动推杆，电动推杆的输出端固定连接有升降板，升降板的顶部固定连接有输送机，移动板的顶部固定连接有固定板，固定板的外部转动连接有圆板，圆板的外部套设有外齿圈，外齿圈与圆板固定连接，升降板的底部固定连接有齿条，齿条与外齿圈啮合连接；本实用新型所达到的有益效果是：能够通过电动推杆对输送机的高度直接进行调节，并且通过齿条和外齿圈带动圆板转动，圆板转动时则会通过斜槽对滑杆进行挤压，带动活动板移动，活动板再带动支撑板上下移动，通过支撑板对输送机进行支撑固定，方便对输送机的位置进行调整和定位，提高使用时的灵活性。,https://wzdata-api.qizhidao.com/bigtools/big/rk/55b79f640642ce41f8645d30564ec74f/FMUMCN221252777UCN2024221252777U.PDF,7
0398167a-0216-47a3-b13d-786ca831a6e6,顺丰科技有限公司,图形用户界面;分拣装置;分拣系统;传输装置;包装箱,848135902957088768,企业技术,"{""company_tech_words"": ""图形用户界面;分拣装置;分拣系统;传输装置;包装箱"",""matched_words"":""包装箱"",""matched_words_size"":""1""}",WZIP_7c3747173fcb698e95c76cbb6bab06b6,授权,2024-07-02 12:00:00,物流;国内公路运输;仓储;航空运输代理;物流快递,电子设备;存储介质;图形用户界面;分拣系统;传输装置,http://www.sf-tech.com.cn,一种具有防震结构的包装箱,CN202322815953.0,\N,包装件,包装箱,\N,本实用新型涉及包装箱技术领域，且公开了一种具有防震结构的包装箱，包括外箱、铰接于外箱顶部的箱盖以及位于外箱内侧的内箱，所述外箱的内侧设有为内箱减震的减震结构，所述减震结构包括开设于外箱内底壁的第一滑道，所述第一滑道的内侧滑道连接有第一连接板，所述第一连接板的上表面固定连接有第一伸缩杆，所述第一伸缩杆的外侧套有第一弹簧，所述外箱的内左侧壁与内右侧壁均开设有第二滑道。该具有防震结构的包装箱，当外箱受到撞击时，下方撞击的力会作用于第一伸缩杆和第一弹簧，来自左右两侧撞击的则会做用于第二伸缩杆和第二弹簧，第一弹簧在第一伸缩杆运动时可以吸收和释放能量，从而减少震动和冲击，第二伸缩杆于第二弹簧也同理。,https://wzdata-api.qizhidao.com/bigtools/big/rk/93c299dfe770d0a4372b73259930579b/FMUMCN221252120UCN2024221252120U.PDF,8
0398167a-0216-47a3-b13d-786ca831a6e6,顺丰科技有限公司,图形用户界面;分拣装置;分拣系统;传输装置;包装箱,848135902957088768,企业技术,"{""company_tech_words"": ""图形用户界面;分拣装置;分拣系统;传输装置;包装箱"",""matched_words"":""包装箱"",""matched_words_size"":""1""}",WZIP_711a1266dc21d6533ce54f4db18ac87d,授权,2024-07-02 12:00:00,物流;国内公路运输;仓储;航空运输代理;物流快递,电子设备;存储介质;图形用户界面;分拣系统;传输装置,http://www.sf-tech.com.cn,一种与栈板连接稳定的包装箱,CN202322854219.5,\N,包装件,包装箱,\N,本实用新型公开一种与栈板连接稳定的包装箱，包括：栈板、设置于所述栈板上的箱体、设置于所述栈板顶部的若干防护钢件、以及设置于所述箱体内底部的内衬件，所述防护钢件分别设置于栈板四个外角的顶部边缘，所述防护钢件围绕在箱体底部外侧，所述内衬件将箱体四侧壁压紧于内衬件及防护钢件之间。本实用新型由于在箱体的内部底部设置内衬件，通过内衬件将箱体的侧壁顶紧于内衬件与防护钢件之间，从而避免箱体因倾斜而导致倾倒的情况，提高箱体与栈板之间连接的稳定性。,https://wzdata-api.qizhidao.com/bigtools/big/rk/fb0b87b797ec631ff557ee0ec93550b9/FMUMCN221252292UCN2024221252292U.PDF,9
0398167a-0216-47a3-b13d-786ca831a6e6,顺丰科技有限公司,图形用户界面;分拣装置;分拣系统;传输装置;包装箱,848135902957088768,企业技术,"{""company_tech_words"": ""图形用户界面;分拣装置;分拣系统;传输装置;包装箱"",""matched_words"":""包装箱"",""matched_words_size"":""1""}",WZIP_0684255f8e3b0eece342607db3743de7,授权,2024-07-05 12:00:00,物流;国内公路运输;仓储;航空运输代理;物流快递,电子设备;存储介质;图形用户界面;分拣系统;传输装置,http://www.sf-tech.com.cn,便于减震的包装箱,CN202322978651.5,\N,包装件,包装箱,\N,本实用新型本实用新型公开了便于减震的包装箱，包括包装箱本体，包装箱本体的顶部通过合页转动设置有箱盖，且箱盖与包装箱本体之间设置有卡扣，包装箱本体内部活动设置有底板，底板上表面设置有滑槽，滑槽的内部设置有滑轨，滑槽和滑轨均呈环形分布设置有四个，四个滑轨的外圈处均分别活动设置有活动板，四个活动板相互靠近的一面固定设置有气囊，活动板远离气囊的一面固定设置有连接块。本实用新型通过推动组件的安装，调节四个活动板在底板上的位置，将包装箱本体内部四周的气囊跟打包件紧密贴合，从而便于对打包件进行减震，此结构能用于大小不同的包装件的打包，从而提升了金属包装箱的适用面。,https://wzdata-api.qizhidao.com/bigtools/big/rk/fcdeb8c91ae312a61a85adc6dbb90df2/FMUMCN221274023UCN2024221274023U.PDF,10
0398167a-0216-47a3-b13d-786ca831a6e6,顺丰科技有限公司,图形用户界面;分拣装置;分拣系统;传输装置;包装箱,848135902957088768,企业技术,"{""company_tech_words"": ""图形用户界面;分拣装置;分拣系统;传输装置;包装箱"",""matched_words"":""传输装置"",""matched_words_size"":""1""}",WZIP_d89a90806a5b865d8039d694478f60d9,授权,2024-07-09 12:00:00,物流;国内公路运输;仓储;航空运输代理;物流快递,电子设备;存储介质;图形用户界面;分拣系统;传输装置,http://www.sf-tech.com.cn,传输装置及阵列焊机,CN202323260949.9,\N,焊接或切割制品;半导体器件;钎焊或脱焊,阵列焊机;传输装置,\N,本实用新型涉及晶硅太阳能组件生产设备技术领域，公开了一种传输装置及阵列焊机。该传输装置包括：传输机构，设置于机架，用于沿着第一方向将电池片依次传输至移片工位、缓存工位及待抓取工位；第一转移机构设置于机架，用于抓取待抓取工位上合格的电池片，并将电池片转移至焊带；第一料盒机构设置于传输机构的出料端，用于接收待抓取工位上不合格的电池片；检测机构包括用于检测进料端电池片的第一检测部件，用于移除移片工位上不合格的电池片的取片部件，用于为缓存工位上放置电池片的缓存部件，以及对经过缓存工位的电池片进行第二性能检测的第二检测部件。本实用新型解决了现有技术中存在的输送电池片的合格率较低的问题。,https://wzdata-api.qizhidao.com/bigtools/big/rk/ac850417cff4df5a073893b59acfe632/FMUMCN221304633UCN2024221304633U.PDF,11
0398167a-0216-47a3-b13d-786ca831a6e6,顺丰科技有限公司,图形用户界面;分拣装置;分拣系统;传输装置;包装箱,848135902957088768,企业技术,"{""company_tech_words"": ""图形用户界面;分拣装置;分拣系统;传输装置;包装箱"",""matched_words"":""传输装置"",""matched_words_size"":""1""}",WZIP_4122a1f90ed144e9a04aab1c43f96c9f,授权,2024-07-09 12:00:00,物流;国内公路运输;仓储;航空运输代理;物流快递,电子设备;存储介质;图形用户界面;分拣系统;传输装置,http://www.sf-tech.com.cn,传输装置及打磨设备,CN202323028831.3,\N,磨削设备或工艺,传输装置;打磨装置,\N,本申请提供一种传输装置及打磨设备，传输装置用于将多个工件传输至对应的加工工位，传输装置包括：变距机构，变距机构包括：第一导向架，第一导向架第一端并排设有多个上下料工位，第二端并排设有多个移栽工位，第一导向架开设有多个第一导向槽，每相邻两个上下料工位的间距与其对应的相邻两个移栽工位的间距不相同；多个承载组件，每一个承载组件可滑动地连接于对应的第一导向槽；传输驱动件，传输驱动件与多个承载组件连接，用于驱动多个承载组件沿第一导向槽往复滑动；以及移栽机构，包括两个移栽组件，每一个移栽组件包括吸取组件和驱动组件，驱动组件用于驱动吸取组件在多个移栽工位和多个加工工位之间往复运动并取放工件。,https://wzdata-api.qizhidao.com/bigtools/big/rk/ff9ee640312c549fbff77ef5e0f0a325/FMUMCN221290573UCN2024221290573U.PDF,12
